student_key,programme,faculty,gender,international_flag,study_level,length_of_stay_months,avg_wellbeing,avg_stress,avg_sleep,avg_loneliness,used_support
STU-00593,Business,Business,Female,1,Undergraduate,6,64.3,51.67,5.73,54.57,0
STU-00594,Social Sciences,Social Sciences,Female,0,Postgraduate,45,67.23,53.07,5.9,53.4,0
STU-00595,Health,Health,Male,0,Undergraduate,17,69.87,47.23,6.13,37.87,0
STU-00596,Engineering,Engineering,Male,0,Undergraduate,36,67.47,54.3,5.83,47.27,0
STU-00597,Health,Health,Female,1,Undergraduate,4,67.43,48.77,6.57,56.1,0
STU-00598,Arts,Humanities,Female,1,Undergraduate,27,71.13,58.3,5.17,46.73,0
STU-00599,Computing,Technology,Female,1,Undergraduate,9,57.97,51.8,6.3,47.67,0
STU-00600,Health,Health,Female,1,Undergraduate,19,73.6,32.63,6.6,50.57,0
STU-00601,Business,Business,Male,0,Undergraduate,24,68.73,52.97,6.0,44.57,0
STU-00602,Health,Health,Male,1,Postgraduate,14,74.3,48.67,6.67,48.07,0
STU-00603,Business,Business,Male,0,Undergraduate,46,74.07,36.73,5.87,55.4,0
STU-00604,Engineering,Engineering,Female,0,Undergraduate,4,67.8,47.67,6.07,52.33,0
STU-00605,Computing,Technology,Male,0,Undergraduate,11,68.3,44.7,5.9,42.37,0
STU-00606,Engineering,Engineering,Female,1,Undergraduate,25,65.5,45.8,6.1,45.8,0
STU-00607,Business,Business,Male,1,Postgraduate,22,80.4,32.8,6.4,31.27,0
STU-00608,Business,Business,Female,0,Postgraduate,47,73.4,49.13,6.37,49.4,0
STU-00609,Health,Health,Male,0,Undergraduate,45,84.57,37.87,5.93,50.87,0
STU-00610,Health,Health,Female,0,Undergraduate,36,73.33,34.53,6.47,48.9,0
STU-00611,Engineering,Engineering,Female,0,Undergraduate,9,63.03,41.03,6.37,47.47,0
STU-00612,Computing,Technology,Male,0,Undergraduate,44,73.33,44.5,6.23,48.7,0
STU-00613,Health,Health,Female,1,Postgraduate,37,73.6,37.27,5.9,41.37,0
STU-00614,Engineering,Engineering,Male,0,Postgraduate,45,69.2,47.03,5.93,50.3,0
STU-00615,Business,Business,Male,0,Postgraduate,45,69.63,46.07,6.13,39.07,1
STU-00616,Business,Business,Male,0,Postgraduate,32,68.93,56.5,5.7,37.37,1
STU-00617,Arts,Humanities,Male,0,Undergraduate,32,80.77,34.13,5.23,40.0,0
STU-00618,Social Sciences,Social Sciences,Female,0,Undergraduate,29,78.17,37.73,6.73,60.17,0
STU-00619,Social Sciences,Social Sciences,Female,0,Postgraduate,4,69.7,35.0,5.97,49.6,0
STU-00620,Computing,Technology,Female,0,Undergraduate,41,69.13,45.0,5.77,43.4,0
STU-00621,Arts,Humanities,Female,0,Undergraduate,11,69.47,43.43,6.87,39.63,0
STU-00622,Business,Business,Male,0,Postgraduate,2,62.73,50.13,5.6,52.73,0
STU-00623,Engineering,Engineering,Male,0,Undergraduate,30,69.17,45.23,6.03,40.17,0
STU-00624,Health,Health,Male,0,Undergraduate,4,68.67,44.63,6.3,57.13,0
STU-00625,Arts,Humanities,Male,1,Undergraduate,22,72.4,32.07,6.83,44.63,0
STU-00626,Health,Health,Female,0,Postgraduate,9,75.0,42.6,6.1,50.97,0
STU-00627,Arts,Humanities,Female,0,Undergraduate,19,62.8,50.57,5.0,46.6,0
STU-00628,Arts,Humanities,Female,0,Undergraduate,4,73.77,41.93,6.5,50.57,0
STU-00629,Social Sciences,Social Sciences,Male,0,Undergraduate,47,70.4,39.63,5.73,38.4,0
STU-00630,Engineering,Engineering,Male,0,Postgraduate,19,76.97,44.23,6.27,44.97,0
STU-00631,Health,Health,Female,0,Postgraduate,8,64.5,49.83,6.03,44.53,0
STU-00632,Computing,Technology,Female,0,Postgraduate,40,66.7,46.87,5.97,40.63,0
STU-00633,Computing,Technology,Female,1,Undergraduate,7,64.0,51.13,5.97,46.37,0
STU-00634,Health,Health,Female,1,Undergraduate,21,64.33,56.7,6.57,42.47,0
STU-00635,Engineering,Engineering,Non-binary,0,Undergraduate,41,73.17,51.2,6.23,51.3,0
STU-00636,Computing,Technology,Prefer not to say,0,Undergraduate,48,75.47,36.9,6.53,35.4,0
STU-00637,Engineering,Engineering,Male,1,Undergraduate,41,68.27,53.1,6.73,59.1,0
STU-00638,Health,Health,Female,0,Undergraduate,1,59.2,53.63,6.13,58.63,0
STU-00639,Social Sciences,Social Sciences,Prefer not to say,0,Postgraduate,18,71.2,47.03,6.5,51.4,0
STU-00640,Social Sciences,Social Sciences,Male,0,Undergraduate,46,69.37,39.83,7.13,50.63,0
STU-00641,Engineering,Engineering,Female,0,Undergraduate,6,56.9,55.63,5.73,46.0,0
STU-00642,Social Sciences,Social Sciences,Male,0,Undergraduate,21,71.33,44.3,7.07,51.37,0
STU-00643,Health,Health,Female,0,Undergraduate,19,73.77,46.93,5.93,46.8,0
STU-00644,Social Sciences,Social Sciences,Female,1,Undergraduate,26,67.03,43.97,6.4,32.73,0
STU-00645,Health,Health,Male,1,Undergraduate,48,78.33,43.87,6.87,50.17,0
STU-00646,Health,Health,Female,0,Postgraduate,19,73.23,49.33,6.2,40.4,0
STU-00647,Health,Health,Male,0,Undergraduate,23,76.4,49.57,6.47,63.77,0
STU-00648,Computing,Technology,Male,0,Undergraduate,14,66.83,45.3,7.17,47.6,0
STU-00649,Arts,Humanities,Female,0,Undergraduate,20,77.47,47.0,5.67,50.0,0
STU-00650,Engineering,Engineering,Female,0,Postgraduate,1,65.53,41.07,6.23,46.43,0
STU-00651,Business,Business,Male,0,Postgraduate,17,73.67,45.57,6.63,40.33,0
STU-00652,Health,Health,Male,1,Undergraduate,18,66.1,47.8,6.3,43.47,0
STU-00653,Engineering,Engineering,Male,0,Postgraduate,24,64.8,46.1,6.07,40.8,0
STU-00654,Arts,Humanities,Female,0,Undergraduate,40,74.3,51.5,5.33,46.93,0
STU-00655,Engineering,Engineering,Female,0,Postgraduate,23,64.53,57.2,5.97,33.07,0
STU-00656,Business,Business,Female,0,Undergraduate,33,81.13,39.57,6.3,42.7,0
STU-00657,Engineering,Engineering,Male,0,Postgraduate,3,73.37,40.37,5.7,50.5,0
STU-00658,Business,Business,Prefer not to say,1,Undergraduate,6,67.03,43.93,5.6,46.0,0
STU-00659,Engineering,Engineering,Male,0,Undergraduate,45,65.6,56.57,5.73,55.1,0
STU-00660,Arts,Humanities,Female,0,Undergraduate,18,60.97,65.2,5.23,45.1,0
STU-00661,Business,Business,Male,0,Undergraduate,19,75.67,52.8,6.27,61.0,0
STU-00662,Arts,Humanities,Female,1,Postgraduate,28,69.53,48.07,5.47,54.73,0
STU-00663,Business,Business,Female,0,Undergraduate,19,76.0,46.57,6.5,42.93,0
STU-00664,Arts,Humanities,Prefer not to say,0,Undergraduate,11,72.87,47.0,5.57,48.87,0
STU-00665,Social Sciences,Social Sciences,Female,0,Undergraduate,34,65.0,39.7,6.43,48.77,0
STU-00666,Business,Business,Prefer not to say,0,Undergraduate,1,63.5,40.7,5.8,55.7,0
STU-00667,Business,Business,Female,0,Undergraduate,44,73.7,42.1,6.23,41.0,0
STU-00668,Health,Health,Male,1,Postgraduate,25,72.2,48.57,6.63,45.63,0
STU-00669,Engineering,Engineering,Female,0,Undergraduate,28,65.37,54.9,6.77,40.63,0
STU-00670,Computing,Technology,Female,0,Undergraduate,31,83.93,35.37,5.9,62.63,0
STU-00671,Health,Health,Female,1,Undergraduate,35,78.0,41.43,5.97,48.4,0
STU-00672,Social Sciences,Social Sciences,Female,0,Undergraduate,32,77.27,42.83,6.6,38.0,0
STU-00673,Computing,Technology,Male,0,Postgraduate,15,83.63,36.77,7.3,45.37,0
STU-00674,Arts,Humanities,Male,1,Undergraduate,34,70.17,44.03,5.83,43.77,0
STU-00675,Business,Business,Male,1,Postgraduate,47,73.57,45.97,6.27,51.33,0
STU-00676,Computing,Technology,Male,0,Undergraduate,6,63.6,48.9,5.87,36.03,0
STU-00677,Social Sciences,Social Sciences,Female,1,Undergraduate,18,68.8,50.53,5.73,51.37,0
STU-00678,Computing,Technology,Female,0,Undergraduate,33,75.3,35.73,6.07,45.93,0
STU-00679,Arts,Humanities,Male,0,Undergraduate,32,76.7,48.7,6.27,43.93,0
STU-00680,Health,Health,Female,0,Postgraduate,19,73.0,38.27,6.57,51.2,0
STU-00681,Engineering,Engineering,Male,0,Postgraduate,9,65.73,43.87,5.6,34.27,0
STU-00682,Engineering,Engineering,Male,0,Undergraduate,11,52.47,43.3,6.27,51.4,0
STU-00683,Computing,Technology,Female,0,Undergraduate,34,72.63,36.1,5.13,45.63,0
STU-00684,Computing,Technology,Male,1,Undergraduate,45,66.33,52.67,5.87,38.23,0
STU-00685,Arts,Humanities,Male,0,Undergraduate,23,80.5,38.3,6.53,41.27,0
STU-00686,Social Sciences,Social Sciences,Female,0,Undergraduate,3,67.87,43.57,6.43,47.6,0
STU-00687,Computing,Technology,Male,1,Undergraduate,44,72.13,42.8,6.43,48.57,0
STU-00688,Business,Business,Female,0,Undergraduate,18,79.33,46.2,6.3,52.87,0
STU-00689,Arts,Humanities,Female,0,Undergraduate,21,80.13,31.03,6.57,49.57,0
STU-00690,Health,Health,Male,0,Undergraduate,19,74.1,42.57,5.73,36.33,0
STU-00691,Social Sciences,Social Sciences,Female,1,Undergraduate,10,63.37,47.53,5.93,47.87,1
STU-00692,Computing,Technology,Male,0,Postgraduate,6,71.37,46.13,6.33,53.23,0
STU-00693,Arts,Humanities,Female,0,Undergraduate,28,78.0,39.63,5.2,37.73,0
STU-00694,Computing,Technology,Male,0,Undergraduate,44,77.97,38.5,6.13,45.0,0
STU-00695,Health,Health,Prefer not to say,0,Postgraduate,46,79.53,40.73,6.27,47.83,0
STU-00696,Social Sciences,Social Sciences,Female,1,Postgraduate,15,71.5,37.13,6.33,39.27,0
STU-00697,Arts,Humanities,Female,1,Undergraduate,15,74.57,47.17,6.97,43.2,0
STU-00698,Computing,Technology,Male,1,Undergraduate,47,68.8,45.37,5.17,45.07,0
STU-00699,Computing,Technology,Male,0,Postgraduate,36,82.23,36.47,7.43,45.57,0
STU-00700,Social Sciences,Social Sciences,Male,1,Undergraduate,15,68.97,45.0,6.3,44.47,0
STU-00701,Arts,Humanities,Female,1,Undergraduate,1,64.93,36.7,6.07,47.63,0
STU-00702,Engineering,Engineering,Male,1,Undergraduate,16,70.47,48.6,6.07,42.1,0
STU-00703,Social Sciences,Social Sciences,Female,0,Undergraduate,33,78.1,35.33,6.73,35.07,0
STU-00704,Engineering,Engineering,Female,1,Postgraduate,14,58.8,50.63,5.5,55.23,1
STU-00705,Health,Health,Male,0,Postgraduate,17,68.63,42.43,5.47,35.07,0
STU-00706,Health,Health,Male,0,Postgraduate,11,62.4,53.7,6.5,36.53,0
STU-00707,Engineering,Engineering,Female,0,Undergraduate,15,64.73,43.57,5.9,39.43,0
STU-00708,Business,Business,Prefer not to say,1,Postgraduate,8,59.1,47.2,6.53,31.63,0
STU-00709,Health,Health,Male,1,Undergraduate,48,71.1,52.9,6.3,57.43,0
STU-00710,Arts,Humanities,Prefer not to say,0,Undergraduate,7,73.37,51.53,6.27,41.9,0
STU-00711,Engineering,Engineering,Male,0,Postgraduate,21,63.27,52.2,5.77,51.0,0
STU-00712,Engineering,Engineering,Female,0,Postgraduate,45,66.47,50.47,5.83,44.03,0
STU-00713,Health,Health,Non-binary,0,Postgraduate,34,76.1,42.63,6.27,45.7,0
STU-00714,Business,Business,Female,0,Undergraduate,20,73.97,54.37,6.8,51.17,0
STU-00715,Health,Health,Female,0,Undergraduate,14,72.27,52.43,6.57,42.3,0
STU-00716,Social Sciences,Social Sciences,Female,0,Undergraduate,41,72.77,51.83,5.4,56.0,0
STU-00717,Health,Health,Non-binary,0,Undergraduate,11,60.37,58.37,6.4,52.9,0
STU-00718,Engineering,Engineering,Female,1,Postgraduate,14,56.9,53.87,6.73,33.67,1
STU-00719,Social Sciences,Social Sciences,Male,1,Undergraduate,26,75.97,46.4,6.4,34.47,0
STU-00720,Engineering,Engineering,Prefer not to say,1,Undergraduate,38,71.43,44.1,6.07,49.13,0
STU-00721,Health,Health,Male,1,Undergraduate,28,63.97,52.17,6.7,45.67,0
STU-00722,Computing,Technology,Male,0,Undergraduate,36,66.63,52.9,5.77,45.9,0
STU-00723,Computing,Technology,Female,0,Undergraduate,13,64.83,49.37,5.97,24.8,0
STU-00724,Social Sciences,Social Sciences,Female,0,Undergraduate,35,75.4,44.83,6.63,38.97,0
STU-00725,Computing,Technology,Male,0,Undergraduate,6,66.23,49.07,6.3,49.7,0
STU-00726,Business,Business,Male,0,Undergraduate,29,74.67,47.1,6.7,54.07,0
STU-00727,Health,Health,Male,0,Undergraduate,12,70.63,53.4,5.73,47.0,0
STU-00728,Business,Business,Female,0,Undergraduate,21,79.17,35.53,6.5,46.8,0
STU-00729,Computing,Technology,Female,1,Undergraduate,8,53.6,58.37,5.73,54.57,0
STU-00730,Computing,Technology,Female,1,Undergraduate,8,62.87,57.77,6.07,43.77,1
STU-00731,Arts,Humanities,Female,0,Postgraduate,40,73.43,40.03,4.87,33.33,0
STU-00732,Business,Business,Prefer not to say,0,Postgraduate,27,76.07,43.77,6.0,50.3,0
STU-00733,Social Sciences,Social Sciences,Male,0,Postgraduate,24,66.3,45.67,6.13,36.3,1
STU-00734,Arts,Humanities,Female,0,Undergraduate,24,78.4,49.87,6.3,52.57,0
STU-00735,Computing,Technology,Female,1,Postgraduate,18,65.93,46.4,5.53,47.93,0
STU-00736,Business,Business,Non-binary,1,Postgraduate,22,59.57,57.67,4.97,35.47,0
STU-00737,Social Sciences,Social Sciences,Male,0,Postgraduate,20,75.97,46.17,6.6,41.5,0
STU-00738,Health,Health,Male,1,Undergraduate,19,66.47,44.07,6.6,36.77,0
STU-00739,Computing,Technology,Female,0,Undergraduate,43,70.97,53.43,5.6,45.5,0
STU-00740,Arts,Humanities,Male,1,Undergraduate,25,71.73,48.5,5.5,42.03,0
STU-00741,Business,Business,Male,0,Undergraduate,28,70.23,55.53,5.57,45.33,0
STU-00742,Computing,Technology,Male,0,Undergraduate,25,67.77,53.17,6.2,48.5,0
STU-00743,Business,Business,Male,0,Undergraduate,27,77.0,40.93,6.8,42.97,0
STU-00744,Health,Health,Female,1,Undergraduate,19,71.6,40.77,7.3,31.4,0
STU-00745,Arts,Humanities,Female,1,Undergraduate,8,62.97,38.3,6.47,53.17,0
STU-00746,Computing,Technology,Male,0,Undergraduate,45,70.17,52.0,6.03,54.03,0
STU-00747,Arts,Humanities,Male,0,Undergraduate,34,74.8,46.2,6.3,35.9,0
STU-00748,Arts,Humanities,Male,0,Undergraduate,17,79.3,36.43,6.57,43.4,1
STU-00749,Arts,Humanities,Female,1,Undergraduate,43,72.4,42.1,6.53,48.07,0
STU-00750,Arts,Humanities,Female,0,Undergraduate,46,82.57,43.63,6.17,48.07,0
STU-00751,Engineering,Engineering,Male,0,Postgraduate,15,69.33,55.03,6.53,38.6,0
STU-00752,Health,Health,Female,0,Undergraduate,17,67.83,42.4,6.03,46.07,0
STU-00753,Business,Business,Female,0,Undergraduate,44,81.73,46.17,5.93,56.77,0
STU-00754,Arts,Humanities,Male,0,Undergraduate,21,72.17,47.47,5.9,45.8,0
STU-00755,Computing,Technology,Male,0,Undergraduate,5,67.9,41.8,7.03,32.23,0
STU-00756,Health,Health,Female,0,Undergraduate,42,71.6,43.9,5.9,43.9,0
STU-00757,Arts,Humanities,Female,0,Undergraduate,35,72.03,44.53,6.53,50.27,0
STU-00758,Engineering,Engineering,Male,0,Undergraduate,26,66.87,53.03,5.97,46.13,0
STU-00759,Business,Business,Male,0,Undergraduate,25,77.77,38.1,6.13,35.0,0
STU-00760,Business,Business,Female,0,Postgraduate,4,62.63,53.23,5.5,46.73,0
STU-00761,Social Sciences,Social Sciences,Male,0,Undergraduate,46,77.3,35.33,6.0,22.3,0
STU-00762,Engineering,Engineering,Male,0,Undergraduate,22,69.13,48.07,6.2,38.73,0
STU-00763,Arts,Humanities,Female,1,Undergraduate,20,64.9,55.93,6.53,46.33,0
STU-00764,Social Sciences,Social Sciences,Female,1,Undergraduate,19,73.77,43.03,6.3,50.93,0
STU-00765,Engineering,Engineering,Female,1,Undergraduate,34,74.6,35.67,6.37,31.13,0
STU-00766,Arts,Humanities,Female,0,Undergraduate,6,63.03,46.2,5.37,40.6,0
STU-00767,Business,Business,Male,0,Undergraduate,45,75.27,50.3,5.77,39.77,0
STU-00768,Computing,Technology,Female,0,Undergraduate,21,77.27,40.17,6.07,39.17,0
STU-00769,Business,Business,Female,0,Undergraduate,3,64.17,48.8,5.87,35.07,0
STU-00770,Engineering,Engineering,Male,0,Undergraduate,8,62.3,49.53,6.13,52.27,0
STU-00771,Social Sciences,Social Sciences,Male,1,Undergraduate,38,68.43,53.37,6.37,39.87,0
STU-00772,Arts,Humanities,Female,1,Undergraduate,6,62.3,47.0,6.63,38.6,0
STU-00773,Business,Business,Male,0,Postgraduate,4,63.9,38.23,6.27,47.9,0
STU-00774,Social Sciences,Social Sciences,Male,0,Postgraduate,41,73.07,43.63,5.23,47.2,0
STU-00775,Business,Business,Female,0,Undergraduate,1,62.0,44.43,5.57,52.73,0
STU-00776,Arts,Humanities,Non-binary,0,Undergraduate,21,77.3,43.43,6.0,42.3,0
STU-00777,Social Sciences,Social Sciences,Female,0,Postgraduate,35,80.7,43.23,6.2,46.87,0
STU-00778,Health,Health,Female,1,Postgraduate,17,69.43,41.63,5.97,40.4,0
STU-00779,Arts,Humanities,Female,0,Undergraduate,3,63.83,46.43,5.73,57.73,0
STU-00780,Business,Business,Male,1,Undergraduate,22,62.13,53.47,5.6,47.03,0
STU-00781,Computing,Technology,Male,0,Undergraduate,40,69.97,47.73,6.5,36.1,0
STU-00782,Business,Business,Male,0,Postgraduate,21,62.83,53.8,6.37,49.6,0
STU-00783,Engineering,Engineering,Female,0,Undergraduate,23,76.43,41.8,6.83,44.17,0
STU-00784,Social Sciences,Social Sciences,Female,1,Undergraduate,8,65.87,46.2,6.4,42.37,0
STU-00785,Business,Business,Female,0,Undergraduate,17,72.6,45.37,5.9,37.7,0
STU-00786,Computing,Technology,Male,1,Postgraduate,41,64.37,42.2,5.57,50.4,1
STU-00787,Business,Business,Non-binary,1,Undergraduate,22,66.73,43.8,5.8,45.23,0
STU-00788,Arts,Humanities,Female,0,Undergraduate,7,77.87,39.5,6.3,34.83,0
STU-00789,Health,Health,Male,1,Undergraduate,36,74.43,39.03,6.57,54.67,0
STU-00790,Computing,Technology,Female,0,Postgraduate,39,73.8,54.53,6.53,46.33,0
STU-00791,Business,Business,Male,1,Undergraduate,32,60.43,60.1,7.3,35.57,0
STU-00792,Social Sciences,Social Sciences,Female,0,Undergraduate,3,64.73,58.53,5.97,38.57,0
STU-00793,Arts,Humanities,Male,1,Postgraduate,46,72.2,38.2,6.27,40.03,0
STU-00794,Health,Health,Male,1,Undergraduate,12,66.37,49.7,6.23,35.7,0
STU-00795,Health,Health,Male,0,Postgraduate,17,70.17,49.77,6.3,65.67,0
STU-00796,Business,Business,Male,0,Postgraduate,15,62.6,51.8,6.37,42.4,0
STU-00797,Arts,Humanities,Female,0,Undergraduate,12,70.07,53.0,6.77,43.67,0
STU-00798,Engineering,Engineering,Male,0,Undergraduate,15,58.67,45.17,5.27,36.47,1
STU-00799,Computing,Technology,Female,0,Undergraduate,29,64.73,55.77,4.83,38.07,0
STU-00800,Health,Health,Female,0,Postgraduate,48,78.57,55.53,6.77,54.7,0
STU-00801,Health,Health,Male,0,Postgraduate,8,65.0,56.2,5.93,42.87,0
STU-00802,Computing,Technology,Female,1,Undergraduate,6,63.57,49.73,5.63,59.43,0
STU-00803,Engineering,Engineering,Male,0,Undergraduate,10,64.83,36.33,6.53,41.47,0
STU-00804,Computing,Technology,Male,0,Undergraduate,48,72.3,40.13,6.67,39.2,0
STU-00805,Health,Health,Female,0,Postgraduate,45,76.9,40.6,6.6,50.43,0
STU-00806,Health,Health,Female,0,Undergraduate,30,78.23,40.73,7.23,37.93,0
STU-00807,Arts,Humanities,Male,0,Undergraduate,9,68.97,50.3,5.87,27.6,0
STU-00808,Business,Business,Non-binary,1,Undergraduate,23,65.87,55.1,6.17,38.47,0
STU-00809,Engineering,Engineering,Female,0,Postgraduate,42,80.07,44.33,6.67,49.3,0
STU-00810,Health,Health,Female,1,Postgraduate,41,65.93,46.0,5.67,49.33,0
STU-00811,Computing,Technology,Male,1,Undergraduate,16,70.07,48.87,6.57,40.77,0
STU-00812,Health,Health,Male,1,Undergraduate,17,65.2,46.27,5.4,51.07,0
STU-00813,Social Sciences,Social Sciences,Male,1,Undergraduate,9,67.1,49.57,5.33,47.97,0
STU-00814,Computing,Technology,Female,1,Undergraduate,48,67.33,50.13,6.23,58.83,0
STU-00815,Business,Business,Non-binary,0,Undergraduate,27,74.2,49.47,5.97,35.53,0
STU-00816,Business,Business,Female,0,Undergraduate,36,68.57,38.83,5.97,43.1,0
STU-00817,Business,Business,Male,0,Undergraduate,41,74.3,29.1,6.33,35.57,0
STU-00818,Engineering,Engineering,Female,0,Undergraduate,10,65.2,49.9,6.63,51.0,0
STU-00819,Business,Business,Male,0,Undergraduate,42,79.83,44.13,5.63,61.8,0
STU-00820,Business,Business,Male,0,Undergraduate,47,67.37,44.1,6.2,55.33,0
STU-00821,Health,Health,Male,1,Undergraduate,16,69.13,46.5,5.83,44.73,0
STU-00822,Engineering,Engineering,Female,0,Undergraduate,45,72.77,44.87,6.23,46.97,0
STU-00823,Arts,Humanities,Non-binary,0,Undergraduate,6,60.03,58.73,6.17,55.33,1
STU-00824,Social Sciences,Social Sciences,Male,0,Postgraduate,37,74.5,49.5,6.3,29.07,0
STU-00825,Arts,Humanities,Female,1,Undergraduate,6,71.5,39.03,6.1,45.0,0
STU-00826,Arts,Humanities,Male,0,Undergraduate,11,70.5,47.3,6.8,43.93,0
STU-00827,Arts,Humanities,Female,0,Undergraduate,7,68.87,47.1,5.4,45.27,0
STU-00828,Social Sciences,Social Sciences,Non-binary,0,Postgraduate,46,70.8,41.2,5.47,40.8,0
STU-00829,Business,Business,Male,0,Undergraduate,44,77.73,31.07,6.17,40.4,0
STU-00830,Engineering,Engineering,Prefer not to say,0,Undergraduate,30,64.9,50.4,6.83,54.07,0
STU-00831,Social Sciences,Social Sciences,Female,1,Undergraduate,27,70.3,52.2,6.67,38.73,0
STU-00832,Health,Health,Female,0,Undergraduate,43,83.0,30.0,6.2,51.4,0
STU-00833,Health,Health,Male,0,Undergraduate,9,72.67,37.1,5.9,39.37,0
STU-00834,Arts,Humanities,Male,1,Undergraduate,39,87.17,31.2,7.03,50.2,0
STU-00835,Arts,Humanities,Female,0,Undergraduate,4,67.07,44.73,6.03,40.23,0
STU-00836,Computing,Technology,Non-binary,0,Undergraduate,35,69.03,46.2,6.23,51.47,0
STU-00837,Business,Business,Female,0,Undergraduate,27,67.0,41.37,5.83,46.83,0
STU-00838,Health,Health,Female,1,Undergraduate,13,71.67,51.27,6.8,49.1,0
STU-00839,Arts,Humanities,Male,0,Undergraduate,41,73.6,47.43,6.43,44.2,0
STU-00840,Arts,Humanities,Male,0,Undergraduate,42,80.63,39.43,5.73,49.17,0
STU-00841,Health,Health,Non-binary,1,Postgraduate,19,73.27,35.3,6.83,49.7,0
STU-00842,Business,Business,Female,0,Undergraduate,40,70.57,45.23,6.2,43.6,0
STU-00843,Health,Health,Female,1,Undergraduate,2,66.47,53.53,6.43,41.53,0
STU-00844,Computing,Technology,Female,0,Undergraduate,10,61.77,66.73,5.27,40.9,0
STU-00845,Health,Health,Female,1,Undergraduate,32,68.27,54.63,5.7,40.4,0
STU-00846,Health,Health,Female,0,Undergraduate,21,77.43,38.53,5.77,53.13,0
STU-00847,Engineering,Engineering,Female,0,Postgraduate,14,63.0,47.73,5.9,55.0,1
STU-00848,Engineering,Engineering,Female,0,Undergraduate,20,69.63,52.63,6.27,36.7,0
STU-00849,Engineering,Engineering,Female,0,Undergraduate,4,55.47,47.77,5.37,61.13,0
STU-00850,Health,Health,Prefer not to say,1,Postgraduate,38,77.83,45.13,5.8,29.57,0
STU-00851,Business,Business,Male,1,Postgraduate,35,69.17,57.6,6.03,42.7,0
STU-00852,Computing,Technology,Female,1,Undergraduate,4,57.87,57.73,5.97,57.7,0
STU-00853,Engineering,Engineering,Female,1,Undergraduate,6,49.97,53.4,5.9,58.97,0
STU-00854,Health,Health,Male,1,Postgraduate,40,70.3,51.03,5.83,40.27,0
STU-00855,Health,Health,Male,0,Undergraduate,43,65.77,53.83,6.37,49.87,0
STU-00856,Social Sciences,Social Sciences,Male,0,Undergraduate,35,70.1,49.5,5.2,41.87,0
STU-00857,Business,Business,Female,0,Undergraduate,28,64.2,49.57,5.93,52.43,0
STU-00858,Engineering,Engineering,Male,0,Undergraduate,31,71.73,46.13,6.2,54.37,0
STU-00859,Arts,Humanities,Female,0,Postgraduate,13,68.07,50.37,5.4,53.07,0
STU-00860,Health,Health,Male,1,Undergraduate,7,63.17,52.97,5.53,52.3,0
STU-00861,Computing,Technology,Male,0,Undergraduate,48,77.13,48.8,6.17,53.87,0
STU-00862,Health,Health,Female,0,Undergraduate,6,59.93,53.43,5.4,46.87,0
STU-00863,Social Sciences,Social Sciences,Female,0,Undergraduate,22,59.3,61.73,6.0,52.47,0
STU-00864,Business,Business,Female,0,Undergraduate,48,79.23,35.73,7.03,51.07,0
STU-00865,Health,Health,Male,0,Undergraduate,10,68.57,44.93,5.5,58.17,0
STU-00866,Social Sciences,Social Sciences,Non-binary,0,Postgraduate,2,64.1,49.0,7.1,62.87,0
STU-00867,Social Sciences,Social Sciences,Female,0,Postgraduate,12,76.23,39.6,6.07,46.83,0
STU-00868,Arts,Humanities,Female,0,Undergraduate,38,75.1,51.6,6.37,40.23,1
STU-00869,Business,Business,Male,1,Postgraduate,28,62.37,55.53,6.27,50.9,0
STU-00870,Business,Business,Female,0,Undergraduate,33,68.5,44.07,6.83,43.7,0
STU-00871,Business,Business,Female,0,Undergraduate,32,71.93,47.63,5.2,43.4,0
STU-00872,Computing,Technology,Male,0,Undergraduate,38,78.97,43.43,6.8,42.27,0
STU-00873,Social Sciences,Social Sciences,Female,0,Undergraduate,5,71.23,43.43,5.83,50.53,0
STU-00874,Health,Health,Male,0,Undergraduate,15,71.13,54.27,5.3,44.43,0
STU-00875,Arts,Humanities,Female,0,Undergraduate,36,78.5,51.53,6.3,49.57,0
STU-00876,Computing,Technology,Male,0,Postgraduate,43,74.87,43.0,6.7,47.5,0
STU-00877,Arts,Humanities,Male,0,Undergraduate,21,76.7,56.17,5.73,58.0,0
STU-00878,Computing,Technology,Female,1,Undergraduate,29,68.33,53.13,6.57,25.93,0
STU-00879,Health,Health,Male,0,Undergraduate,45,76.57,41.7,6.53,38.5,0
STU-00880,Business,Business,Male,1,Postgraduate,24,70.97,43.23,5.83,33.1,0
STU-00881,Social Sciences,Social Sciences,Male,0,Undergraduate,46,88.07,30.37,6.7,44.87,0
STU-00882,Business,Business,Male,0,Undergraduate,1,62.47,43.53,6.07,48.73,1
STU-00883,Business,Business,Male,1,Undergraduate,20,70.37,52.33,6.17,39.77,0
STU-00884,Health,Health,Prefer not to say,1,Undergraduate,15,66.87,46.8,6.97,48.93,0
STU-00885,Engineering,Engineering,Male,0,Postgraduate,3,68.53,44.03,6.47,41.77,0
STU-00886,Social Sciences,Social Sciences,Female,0,Postgraduate,22,77.07,49.47,6.1,45.93,0
STU-00887,Engineering,Engineering,Female,0,Undergraduate,26,73.27,43.7,7.17,40.57,0
STU-00888,Arts,Humanities,Non-binary,0,Undergraduate,9,76.23,35.97,6.83,45.07,0
STU-00889,Arts,Humanities,Female,0,Undergraduate,48,74.17,49.3,6.53,43.03,0
